17:11:20.468453,65535,74
17:11:20.468453,65535,62
17:11:20.468453,65535,72
17:11:20.521084,65535,65
17:11:20.521084,65535,63
17:11:20.573289,65535,65
17:11:20.573289,65535,65
17:11:20.625368,65535,62
17:11:20.625368,65535,71
17:11:20.625368,65535,65
17:11:20.625368,65535,62
17:11:20.678144,65535,62
17:11:20.678144,65535,57
17:11:20.730385,65535,69
17:11:20.730385,65535,72
17:11:20.782754,65535,63
17:11:20.834799,65535,76
17:11:20.834799,65535,69
17:11:20.834799,65535,75
17:11:20.834799,65535,79
17:11:20.834799,65535,83
17:11:20.939080,65535,53
17:11:20.939080,65535,50
17:11:20.991162,65535,42
17:11:20.991162,65535,18
17:11:21.043564,65535,81
17:11:21.095935,65535,93
17:11:21.148308,1138,163
17:11:21.148308,1137,176
17:11:21.200696,1142,152
17:11:21.200696,1145,117
17:11:21.200696,1153,105
17:11:21.252895,1112,168
17:11:21.305094,1091,173
17:11:21.305094,1080,183
17:11:21.305094,1069,191
17:11:21.357420,1052,146
17:11:21.357420,1058,147
17:11:21.409401,1063,142
17:11:21.409401,1070,148
17:11:21.461538,1081,152
17:11:21.461538,1088,142
17:11:21.461538,1092,142
17:11:21.513930,1099,136
17:11:21.513930,1103,128
17:11:21.513930,1107,123
17:11:21.566106,1121,116
17:11:21.566106,1126,107
17:11:21.566106,1136,109
17:11:21.618562,1146,117
17:11:21.618562,1150,114
17:11:21.670834,1155,136
17:11:21.670834,1152,163
17:11:21.723536,884,390
17:11:21.775632,49,2378
17:11:21.827841,56,1565
17:11:21.827841,57,1485
17:11:21.880073,59,1594
17:11:21.880073,60,3263
17:11:21.880073,62,13412
17:11:21.880073,62,9440
17:11:21.932468,62,1625
17:11:21.932468,63,1284
17:11:21.932468,64,1181
17:11:21.932468,65,1058
17:11:21.985023,68,899
17:11:21.985023,68,855
17:11:22.037086,73,610
17:11:22.089084,77,634
17:11:22.141142,81,1724
17:11:22.141142,80,898
17:11:22.193833,78,1033
17:11:22.245728,76,1256
17:11:22.245728,76,3080
17:11:22.297843,76,18814
17:11:22.297843,76,6472
17:11:22.297843,76,7427
17:11:22.350213,77,9438
17:11:22.402376,77,6026
17:11:22.402376,78,7717
17:11:22.558735,82,9166
17:11:22.610801,83,12295
17:11:22.610801,82,6948
17:11:22.610801,82,7969
17:11:22.610801,83,7226
17:11:22.663234,83,4723
17:11:22.663234,84,5048
17:11:22.715539,84,3454
17:11:22.715539,86,5520
17:11:22.768354,87,4899
17:11:22.768354,88,4814
17:11:22.820455,88,4358
17:11:22.820455,89,3620
17:11:22.820455,89,2886
17:11:22.873311,92,2572
17:11:22.873311,92,5255
17:11:22.925705,93,7174
17:11:22.925705,94,8723
17:11:22.979199,94,7764
17:11:22.979199,94,7102
17:11:22.979199,94,7678
17:11:22.979199,94,7188
17:11:22.979199,95,7536
17:11:23.032636,96,7533
17:11:23.085613,97,8013
17:11:23.085613,97,7266
17:11:23.085613,97,6411
17:11:23.138086,98,7087
17:11:23.190966,98,7923
17:11:23.190966,99,6209
17:11:23.243132,99,9157
17:11:23.243132,102,9827
17:11:23.295389,103,8915
17:11:23.295389,103,8239
17:11:23.348096,103,14153
17:11:23.348096,104,14038
17:11:23.400320,104,12538
17:11:23.400320,104,12516
17:11:23.400320,105,12379
17:11:23.452608,105,12098
17:11:23.452608,106,12214
17:11:23.452608,106,12170
17:11:23.452608,106,12406
17:11:23.558196,107,3036
17:11:23.558196,107,1931
17:11:23.558196,107,1449
17:11:23.610689,106,4344
17:11:23.610689,106,4243
17:11:23.663356,107,4927
17:11:23.715636,108,7121
17:11:23.715636,108,8931
17:11:23.715636,109,11266
17:11:23.715636,109,15024
17:11:23.768054,110,11196
17:11:23.820170,111,10002
17:11:23.820170,111,9784
17:11:23.820170,111,9763
17:11:23.872533,111,8743
17:11:23.872533,112,8688
17:11:23.872533,112,8207
17:11:23.872533,112,7406
17:11:23.925275,112,7203
17:11:23.925275,113,7243
17:11:23.925275,113,8002
17:11:23.977529,113,8778
17:11:23.977529,113,9210
17:11:23.977529,113,9670
17:11:23.977529,113,10468
17:11:24.029938,114,12148
17:11:24.082831,114,14252
17:11:24.082831,114,14373
17:11:24.082831,114,14321
17:11:24.135686,115,11106
17:11:24.135686,115,10918
17:11:24.187872,115,9534
17:11:24.187872,115,8675
17:11:24.187872,115,8180
17:11:24.240219,115,6072
17:11:24.240219,116,4902
17:11:24.292348,116,5167
17:11:24.292348,116,7638
17:11:24.292348,116,9462
17:11:24.345053,116,11080
17:11:24.397041,117,8869
17:11:24.449225,117,10873
17:11:24.449225,117,14503
17:11:24.501514,117,15730
17:11:24.501514,117,15088
17:11:24.501514,117,14324
17:11:24.554030,117,10244
17:11:24.554030,117,6380
17:11:24.606249,117,18833
17:11:24.606249,117,9341
17:11:24.659930,117,3293
17:11:24.659930,117,2243
